FrontText,BackText,Comment,FrontTextLanguage,BackTextLanguage
Technik,"技法, 工学, エンジニアリング, 方術, 幹, テク, テク, 工, 工, 手法, テクニック, 技巧, 工業, メカニック, 技, 技, 技術, メカ, 芸術, 工芸, 術",,de-DE,ja-JP
Funktion,"機, 能, 関数, 働(き), 作用, ファンクション, 役儀, 機能, 役目, つかさ",,de-DE,ja-JP
informiert,"多識な, 多識の",,de-DE,ja-JP
selten,"得難い, 新奇な, たぐいまれな, 凡ならざる, 少(な)い, 珍な, まれな, たま, たまさか, 希代の, 有(り)難い, 希少な, 殆ど…ない, 滅多に…で無い, 滅多に…無い, まれに, 珍しい, ほとんど, ほとんど, りょうりょう, たまの, 偶, け有の, たまに, 時たま, 時によると, 物珍しい, 滅多に, まれ, 数少ない, 珍しき, レア, たぐいまれ",,de-DE,ja-JP
Kampf,"戦闘, 攻防, 闘じょう, 交戦, 陣, 顔合(わ)せ, 闘争, 取(り)組(み), バトル, 合戦, ファイテイング, 干か, ファイト, ファイト, ファイティング, 軍立(ち), いがみ合い, 争奪戦, 事件, 争闘, 対戦, 対戦, 戦(い), 戦(い), 会戦, 弓せん, 事, 弓矢, 争奪, コンバット, アウティング, 渡り合い, 闘戦, ストラッグル, ストラグル, 格闘戦",,de-DE,ja-JP
Studierende,"男子及び女子学生, 女子大生, JD, 女子大学生",,de-DE,ja-JP
Gesetz,"典章, 令, 法律, 定(め), 法, 数, 律, おきて, 基準法, 法典, のり, 法則, 理法, 儀軌, 法条",,de-DE,ja-JP
dennoch,"いえども, それでいて, それにもかかわらず, しかも, だけども, その癖, だが, …すると言えども, だけれど, …といえども, それにしても, だけど, だけれども, かかわらず, されど, されども, やけど",,de-DE,ja-JP
brauchen,"要る, 事欠く, 入り用である, 用いる, 要する, 掛(か)る, 必要とする, 取る, 事を欠く",,de-DE,ja-JP
Ausstellung,"展覧会, 陳列, 展示, エクジビション, 交付, サロン, エキジビジョン, 博覧会, 見世物, 興行物, 出陳, 出品, フェア, 出展, 品評会, エキシビジョン, …展, 展観, エキシビション, エキジビション, 発行, 展示会, 陳列会",,de-DE,ja-JP
Christian,クリスティアン,,de-DE,ja-JP
entscheiden,"取りさばく, 処断する, 決する, 取りまとめる, 審判する, 白黒をつける, 審判を務める, する, 議決する, 決定する, 黒白をつける, 一決する, 確定する, 裁決する, 一定する, 決める, 決める, 踏(み)切る, 評定に掛ける, 腹を決める, 表決する, 判定する, 決まりをつける, 決裁する, 裁定を下す, 窮める, 据える, 決断する",,de-DE,ja-JP
grundsätzlich,"主義として, 原則として, 原則的な, ア･プリオリ, 基本的には, 原則的",,de-DE,ja-JP
Auswahl,"選択, ドラフト, セレクト, 書(き)抜(き), 盛(り)合(わ)せ, 選択語, とうた, 選抜チーム, より抜き, 選定, 選出, ダイジェスト, 粒より, えり抜き, 選み, 選挙, 見出(し), 選抜, 抄, 選別, 抜粋, 選良, 簡抜, セレクション, 見立(て), 選び, 選考, 選, 取捨選択, えりすぐり, チョイス, 抜てき, 抄録, 品ぞろえ, 簡択, セレソン, アソートメント, せん定, せん",,de-DE,ja-JP
Anlage,"素養, 添付書類, 装置, 添書, 同封物, 下地, 出資, 設備, アタッチメント, 施設, レイ･アウト, 同封書類, 器量, 傾向, 素質, 別紙, 投入, たち, セット, 天分, 能力, ファシリティー, 添付, 素因, 原基, レー･アウト",,de-DE,ja-JP
geschlossen,"閉鎖的な, 一丸となって, 非公開の, 気をそろえて, 緊密な, クローズド, きゅう然, 閉, 閉, 閉鎖的",,de-DE,ja-JP
darum,"それだから, その故をもって, ですから, されば, それゆえ, しかれば, 従って, …に従って, そこで, …て, さてこそ, だから, このために, なのです, ですので, なので, このため, これだから, そのせいで",,de-DE,ja-JP
1945,千九百四十五,,de-DE,ja-JP
offenbar,"歴然とした, 較, れっきとした, 見るからに, 目立って, 歴然として, 明らか, 歴然, 表向き, 歴然たる, 顕示的, 顕在的",,de-DE,ja-JP
Norden,"ね, さく北, ☵, 北部, 北方, 北",,de-DE,ja-JP
Fläche,"平原, 曲面, 平(ら), 面, 広さ, 平地, 面積, 広ぼう",,de-DE,ja-JP
länger,"もっと, より",,de-DE,ja-JP
rechts,"右舷の方向に, 右方の, 右側に, 右に, 右, ライト, 右手, 右派の, 右舷に",,de-DE,ja-JP
unterschiedliche,"各種, 千々",,de-DE,ja-JP
verheiratet,"夫婦の, 結婚生活で, 既婚の, 有夫の身で, 有夫の",,de-DE,ja-JP
Anschluss,"端子, 接続, コネクタ, コネクター, 乗(り)継(ぎ), 接続口, キャッチ･アップ, 連結, 連絡, 獨墺合邦, フォロー･アップ, オーストリア併合, アンシュルス, オーストリア合邦, インスタレーション, インストレーション",,de-DE,ja-JP
11,イレブン,,de-DE,ja-JP
Museum,"ミュージアム, 博物館, 資料館, 絵画資料館",,de-DE,ja-JP
Kommunen,市町村,,de-DE,ja-JP
künftig,"じ後, 将来は, 向後, 今後, 向後, 向後, これから, 自今",,de-DE,ja-JP
beachten,"顧(み)る, 厳守する, 用いる, 気に留める, 振(り)向く, 遵奉する, 奉じる, 注目する, 循守する, 順守する, 奉ずる, 顧慮する, 気を払う",,de-DE,ja-JP
Einrichtung,"装置, 家具調度, インスティチューション, 制度, 整頓, 備品, 設定, 繰(り)合((わ)せ), 設備, 施設, 設置, 造作, 設営, 備(え), 装具, 取(り)付(け), 機関, ファシリティー, 調度品, 調度, 備(え)付け, インスティテューション, しつらい, しつらえ, 家具類",,de-DE,ja-JP
Lösung,"解式, 液, 解決, 出口, 解決法, 縁切(り), 収(ま)り, 解消, 手切(れ), ソリューション, ソリューション, 解答, 落着, 氷解, 解決策, 溶液, 打開, 答(え), キー, 鍵, 心, 解法, 溶解液",,de-DE,ja-JP
Auftrag,"下命, 使命, 発注, 嘱託, 請負, 委任, 任務, 依頼, 依, 担当, 注文, 塗(り), 課題, ミッション, 頼(み), 用命, 用, 委嘱, 委託, 御用, 頼み事, 御用命",,de-DE,ja-JP
Mensch,"人類, 仁, 人物, 人間, マン, 人, 人, ホモ, 人っ子, 人, 有生, 人の子, ぼっち, ぼっち, 生物の霊長, パーソン, パースン",,de-DE,ja-JP
Süden,"南, うま, みんなみ",,de-DE,ja-JP
Hintergrund,"バック, 後景, 意味合(い), 書(き)割(り), 背後, 背景, 背景, 裏側, バック･グラウンド, 裏事情",,de-DE,ja-JP
Führung,"ガイダンス, 引率, アヘッド, 誘えき, 操縦, 誘導, 導(き), 道案内, 弁理, 主導, 切(り)回し, 運営, 宰領, 指揮, 護輪軌条, 切(り)盛(り), 指導, 首脳部, 御案内, 支配, リーダー･シップ, 取(り)計(ら)い, 案内, 脱線防止ガード, 幹部, リード, 統率, 主宰, 引(き), きょう導, 身持(ち), 統裁, 主事, 先導, 行跡, 護輪レール, 引(き)回し, 手引(き), 管理, 先, 牛耳, 風び, 素行, リーディング, ガバナンス, 行跡, ディレクション, ガイド・ツアー, 前導, 首脳陣, リーディング･エッジ",,de-DE,ja-JP
2001,二千一,,de-DE,ja-JP
Video,"ビデオ, VTR, ヴィデオ, 映像, VTR",,de-DE,ja-JP
Runde,"見回(り), 巡回, ラウンド, 周, 一回(り), 節, 回, 巡(り), 周回, ラップ, レッグ, レグ",,de-DE,ja-JP
alt,"中古, 老けた, かび臭い, 昔からの, 味の抜けた, 陳た, 年取った, 年寄(り)の, 旧の, 古くからの, 古めかしい, 年を取った, 古来の, 古, 昔の, 旧来の, 中古の, 月遅れの, 古い, 中古の, 古ぼけた, 長寿の, 上古の, 古き, 上, 古の, 古の, 古色そう然たる, 老いたる, オールド",,de-DE,ja-JP
Alltag,"日常生活, 平常, 日常, 行住ざが, 実生活, 平日, 不断, 起が, 例日, 一般生活",,de-DE,ja-JP
Arten,品類,,de-DE,ja-JP
völlig,"ころっと, 一に, ころりと, 段段乎たる, 丸々, 丸々, ぞっこん, ぞっこん, もはら, 見事, 土台, 土台, 丸っ切り, 十分, 真個の, だんだんこ, 奇麗な, 万事に, すっかり, すっかり, すこぶる, とっぷり, 見事な, 丸ごと, たっぷり, 丸切り, 〈一向〉, がらりと, 十分な, ずぶ, ころり, 頓と, またく, 奇麗に, 全て, すっぽり, まるで, どっぷり, 残るくまなく, 一杯, 一杯, 全く, ずぶの, 何となく, 一切, 台無し, 台無し, まったくの, 全くもって, 有無に, がらっと, 全き, どうもこうも",,de-DE,ja-JP
welcher,"いずれ, 何, どれ, なあに, 何, どの, 〈何方〉, いずれは, 〈何方〉, 誰, たれ, た",,de-DE,ja-JP
König,"大王, キング, 覇王, 夫王, 王, 王, 王様, 君主, 玉将, 父王, 王者, 国王, 王者, 国主, 王将, 帝王, 君, 君, 玉, 上一人",,de-DE,ja-JP
vorhanden,有りき,,de-DE,ja-JP
19,"十九, 十九",,de-DE,ja-JP
Wort,"ワード, 発言, 言, …語, 言, 言(の)葉, 通り言葉, 語, ロゴス, 発言, ハーフ･ワード, 言葉, 単語, スピーク",,de-DE,ja-JP
Gericht,"公判廷, エッセン, 司直, 裁判所, 裁判, 料理, 訟廷, 法廷, 裁き, 膳部, 公廷",,de-DE,ja-JP
Trotz,"ふてくされ, 抵抗, 駄々っ子ぶり, 利かん気, 駄々, 利かぬ気",,de-DE,ja-JP
wiederum,"再度, さてまた, 両度, 更, 更に",,de-DE,ja-JP
Schloss,"シャトー, 城, 宮殿, 貝のちょうつがい, 御殿, お城, 丸, ロック, 城, 屋形, 宮, 錠前, 錠, 錠, 城郭, 楼閣, 殿宇, 殿上, 大殿, 鍵, 館, ぐすく, 殿, 御舎, 銃機, キャッスル, 城館",,de-DE,ja-JP
Austausch,"イクスチェンジ, 取り替えっこ, 入(れ)替(え), エクスチェンジ, 授受, 貿, 引(き)換え, 交流, 交易, 差(し)替え, やり取り, 置換, 置換, 交換, 迭, 換置, サブスティテューション",,de-DE,ja-JP
fördern,"振興する, 主唱する, 助長する, 産出する, 賛助する, 推進する, 下支えする, 採取する, 奨励する, 育成する, てこ入れする, かん養する, 増進する, のし上げる, 進める, 引(き)立てる, 運ぶ, 助ける, 発起する, 促進する, 登用する, 便を図る, 手に負える",,de-DE,ja-JP
Umgebung,"境遇, 近回り, 側辺(り), 四方, 近辺, 居回り, エンバイロメント, 界わい, 辺り, 地方, 環境, 近隣, 取(り)巻(き)連, 取(り)巻(き), 周(り), 近在, 回り, 辺, 周辺の地, 巡(り), 外辺, 周回, 四囲, 周囲, 付近, 近傍, 外周, 周辺地区, 周辺地域, ミリュー, ネイバーフッド",,de-DE,ja-JP
9,"九, ナイン",,de-DE,ja-JP
Dienst,"出番, 当直, 奉仕, 業, 用役, 役, 業務, 勤め向き, 当番, サービス, サービス, 用務, 労務, 貢献, 奉公, 職分, 服務, 番, 勤め, 職務, 公務, 使役, 役, サーヴィス, サーヴィス, 役務, 年季, 仕, お勤め, 運行, 勤務, 本分, 業",,de-DE,ja-JP
ziehen,"ひりひりする, 延伸する, 張(り)渡す, 引く, 控える, 控える, 引(っ)張る, 培う, 指す, ドラッグする, はわせる, 引(き)当てる, 引(き)渡す, 援, 振る, 抜去する",,de-DE,ja-JP
Tor,"たつ, 門口, ゲート, ゲート, 馬鹿, フープ, おどけ, 痴人, 門, 門, 走り出, 木戸, しれ者, 旗門, 入(り)口, 愚者, ゴール, ばっか, 痴漢, ゴール･イン, 弾, 関門, 入(り)口, 点, 〈白痴〉, トーア, トール",,de-DE,ja-JP
Bank,"ベンチ, 銀行, 長椅子, 長椅子, 腰掛(け), 親, 縁台, バンコ, バンク, 金庫, 銀行遊び",,de-DE,ja-JP
80,八十,,de-DE,ja-JP
Mehr,おまけ,,de-DE,ja-JP
verantwortlich,責任のある,,de-DE,ja-JP
Bund,"盟約, 束, ユニオン, 外灘, 団結, フレット, 結束, 契約, 同盟, 連盟, 連合, 結社, じゅう",,de-DE,ja-JP
Zahlen,数字,,de-DE,ja-JP
gestalten,"成形する, 形成する, 形作る, 形作る, 作る, 造形する",,de-DE,ja-JP
A,"A, あ, アンペア, アルファ付き, 甲, AMP, アルファ, イ, イ調, A, 阿, アンペヤ",,de-DE,ja-JP
Israel,イスラエル,,de-DE,ja-JP
Standort,"立(て)所, 衛じゅ, 立場, 衛じゅ地, 位地, 所在地, 駐屯地, 駐在, ロケーション, ベース･キャンプ, 位置, 位置の査定, 視座, 向(き), 立地, 所在, 駐さつ, 自生地, 原生地",,de-DE,ja-JP
Mittel,"〈方便〉, メディアン, 具, 具, 方法, 業, メディア, 手, 中数, 出(し), 〈方便〉, 踏(み)台, 半(ば), 薬, 途方, 手段, 資産, すべ, 中間, 仕方, 方策, よすが, 手立(て), 武器, 道, 工夫, 致(し)方, 〈方便〉, 方途, 詮, 平均値, 方略, 力, 金, イングリッシュ, 薬剤, 平均, 由, 剤, 術, ヤク, 中央値, やりよう, 作用薬, ミーンズ, ミーンズ, メジアン, メディウム",,de-DE,ja-JP
Künstler,"作家, 芸能人, アルチスト, 芸術家, 演者, 細工人, 画伯, 作者, アーチスト, 文化人, 演者, アーティスト, 実演家",,de-DE,ja-JP
Westen,"西方, とり, W, 洋, 西洋, ウェスト, 西方, ウエスタン, 西, 西, 西, 西, 西方, 西欧, 兌, 西側諸国, ウエスト",,de-DE,ja-JP
Leitung,"肝煎(り), 回路, 引率, かじ取り, 頭領, 誘導, 導(き), 統監, 主導, 首脳, 切(り)回し, 運営, 回線, 宰領, 指揮, 管掌, 指導, マネージ, 補導, 経理, 首脳部, 導管, リーダー･シップ, リード, 主管, ヘッドシップ, 主宰, 司会, コード, ダクト, 引(き), きょう導, 統裁, 伝導, 主管機関, 主事, 先導, 経営, 管理, ライン, トップ, ディレクション, 前導, 首脳陣",,de-DE,ja-JP
Version,"バージョン, バージョン, ヴァージョン",,de-DE,ja-JP
2002,二千二,,de-DE,ja-JP
Fokus,"ピント, 病巣, フォーカス, 的, 焦点, 焦点",,de-DE,ja-JP
cm,センチ･メートル,,de-DE,ja-JP
Behandlung,"待遇, 弁理, 操作, トリートメント, 扱(い), 処遇, 仕打(ち), 当(た)り, 処置, 取(り)扱(い), 取(り)扱(い), 持(て)成し, さばき, 処理, 取(り)計(ら)い, 取(り)回し, 応対, 療病, 遇, 処分, 扱い方, 矯正法, 仕向(け), お持て成し",,de-DE,ja-JP
erfolgen,"起(こ)る, 至る",,de-DE,ja-JP
Öffentlichkeit,"世上, 公, 公共性, 公儀, 本舞台, 人前, よそ目, 衆人, 明(か)るみ, く方, 世間一般の人々, 大方, 社会, おおびら, 公衆, こう間, 天下, 公, 公, ちまた, 江湖, 公共, 人中, 世間, 晴(れ), 公開, 大っぴら, く界, く界, 公共圏, パブリシティ, ちゅう人広衆, 公開性",,de-DE,ja-JP
mein,"ひ…, 私の, 俺の, 我(が), 当方の, 私の, 僕の, 手前の, マイ, 拙者の, ミー, 私的, 俺的",,de-DE,ja-JP
Zeitraum,"一時期, 間, …間, 間, 期, 期間",,de-DE,ja-JP
Prozess,"案件, 訴訟, 経過, 裁判, 処理過程, 作用, プロセス, 訴訟事件, 加工, 過程, 裁判沙汰, 訴え, 公事",,de-DE,ja-JP
übernehmen,"当(た)る, 襲用する, 受(け)持つ, 買う, 取(り)入れる, 分担する, 引(き)受ける, 継ぐ, 持つ, 負担する, 担当する, 受(け)継ぐ, 買(い)受ける, 乗っ取る, 引(き)取る, 引(き)取る, かぶる, 預(か)る, 預(か)る, 請(け)負う, 申(し)受ける, 荷(な)う, 譲(り)受ける",,de-DE,ja-JP
beschäftigt,"せわしない, 忙しい, 多事多端な, 険しい, せわしい, ビジー",,de-DE,ja-JP
Gefahr,"危なさ, 危難, 急, 剣のん, 冒険, 脅威, 危な気, 危地, 恐(れ), 危なっ気, ハザード, 危険さ, 危険有害性",,de-DE,ja-JP
recht,"〈一寸〉した, 当然, 右の, いい加減, いい加減, 可成, よい加減, よい加減, 至って, 大分, 結構, 結構, 中々, よろしい, よろしい, 順当, とても, 随分, 義に厚い, 相当に, 適正な, かなりの, 大分, 当然に, 相当, 相当, とっても, 順当な, ごっつ",,de-DE,ja-JP
Beruf,"使命, お仕事, 仕事, 職業, 専業, 商売, 専門, 生業, 〈生業〉, 稼業, 専門的職業, 職, 業体, 用務, 渡世, 勤め, 職務, 召命, お勤め, 本分, 業, メチエ, 業体, メチエー, メティエ",,de-DE,ja-JP
fahren,"運転する, 運航する, 運行する, 乗っかる, 航走する, 進行する, 航行する, 走る, 行く, 向(か)う, ドライビングする, 召す, 通行する, 行く, はせる, 運ぶ, 駆(け)付ける",,de-DE,ja-JP
Unfall,"災厄, 急変, 遭難, 珍事, 災難, 不幸, 出来事, まが事, アクシデント, 偶発事件, 奇禍, 偶然の出来事, 災禍, バンプ, 非常, 事故, 災害, 故, 変災, 難, 間違(い), 変事, 衝突事故, 変(わ)り, 急難, 異変, 若しもの事, 遭難事故",,de-DE,ja-JP
vertreten,"肩代わりする, 成(り)代(わ)る, …の代役を勤める, 主張する, 代理する, 代役を務める, 代弁する, 代任する, 代行する, 代表する, 差配をしている, …の代わりになる, 差配する",,de-DE,ja-JP
abgeschlossen,"孤立した, 閉鎖的な, 済(み), 終了した, 終わった, 閉鎖的",,de-DE,ja-JP
Größe,"サイズ, 立(っ)端, まか, 偉大, 巨人, 背, 判, 広遠さ, ビッグ･ネーム, たいく, 大気, 大立(て)者, 権威者, 広遠, 名家, 広さ, 規模, 寸法, 広大, 量, 大小, 丈, のり, 遠大, 権威, 背, 号数, 偉, 遠大さ, 身の丈, 価, 価, 身長, でかさ, 背丈, 背格好, 巨匠, 背格好, 大きさ, 偉大さ, 広目",,de-DE,ja-JP
Initiative,"発起, 発意, 主導権, 発意, 先手, イニシアティブ, 発議, 発議, 実力, イニシャティブ, イニシアチブ, 先べん, 主導性",,de-DE,ja-JP
Konzept,"下書(き), 草稿, コンセプト, 概念, 案文, 起稿, 案文, 観念, 案, コンセプション, 文案",,de-DE,ja-JP
Soldaten,"士卒, 兵ども",,de-DE,ja-JP
CDU,"キリスト教民主同盟, CDU",,de-DE,ja-JP
Wissenschaft,"ヴィッセンシャフト, サイエンス, 物学, 学問, 学究, 学術, 物学び, 科学, 学, ウィッセンシャフト",,de-DE,ja-JP
Liga,リーグ,,de-DE,ja-JP
gesetzt,"いかめしい, いかめしい, 沈きな, 沈着の, いかめしく, 謹厳な, 沈着な, 真顔になって, 落ち着きのある",,de-DE,ja-JP
nahe,"間近い, 接近した, 間近の, 近い, 手近な, 接近して, 擦れ擦れ, そばの, 間近な, すぐに, 膝元で, 程近い",,de-DE,ja-JP
500,"五百, いお",,de-DE,ja-JP
Winter,"冬季, ウインター, 玄冬, 冬, ウィンター, 冬月, 冬日, 玄英",,de-DE,ja-JP
Leute,"人々, 連中, 人員, 連中, 連中, 人士, 勤務者, ピープル, 有衆, ちまた, 人達, 人, 者共, 者共, 世間, 方たち, ピーポー",,de-DE,ja-JP
Publikum,"看客, 客席, 視聴者, オーディエンス, 会衆, 大方, 傍聴人, 放送視聴者, 公衆, ギャラリー, 観衆, 観客, 客, 客, ちまた, 聴衆, 受容主体, 公共, 入場者, 見物人, 世間, ガレリー, 観客, 入(り), 聞(き)手, 公共圏, 見物客, 入場客",,de-DE,ja-JP
App,アプリ,,de-DE,ja-JP
Länge,"立(っ)端, ぼう, レングス, 丈, 長手, 長短, 長さ, 長目, 尺, 寸, 丈, 丈, のり, L, 八さか, 背丈, ロング",,de-DE,ja-JP
daraufhin,"この後, しかるのち, そし",,de-DE,ja-JP
sonst,"不断に, 然らざれば, ふだんは, さもなければ, そうしないと, さもないと, さもなくば",,de-DE,ja-JP
NRW,NRW州,,de-DE,ja-JP
Stimmen,"音合(わ)せ, チューニング, 当(た)り, 調弦",,de-DE,ja-JP
Spaß,"面白ずく, 冗談口, 楽しみ, 愉快, ヒューマー, くすぐり, たわぶれ, たわぶれ, 茶利, ファン, ざれ言, 戯け口, 戯言, 滑稽, 遊(び), ユーモア, 狂言, 冗談, うそっこ, 軽口, 興, 戯れ, 戯れ, かいぎゃく, ジョイ, 曲, ヒューモア, エンジョイメント, お楽しみ",,de-DE,ja-JP
ursprünglich,"当初は, 元をただせば, 原初の, 元来, 最初の, 初めに, 原始には, 元はと言えば, 最初は, 本来, そもそも, 由来, 由来, 原…, 当初の, 元々, 元を糺せば, 本来の, 純一の, 原初的な, 初めの, 初めは, もとより, シンプルな, もとは, 始原的, 原初的, 元始的",,de-DE,ja-JP
Leiter,"長官, 場長, 頭領, 幹事, 指導者, 店長, 立(て)者, 階, 階, はしご, 所長, ボス, 宰領, 引率者, 階段, 領袖, 導者, 支配人, 司会者, 大頭, 監督者, 先導者, 指導員, 統率者, チーフ, 木たく, 主任, 階てい, リード, 段ばしご, 隊長, 伝導体, 主管, 主宰者, 首領, 大将軍, 導体, 誘導者, 階, 頭分, 指揮者, 組長, 貫首, 主事, 伝導物, 長, 監督, 頭取, 馬, 馬, キャップ, キャプテン, 中堅, 大将軍, ラダー, 〈長官〉",,de-DE,ja-JP
jederzeit,"随時, 折々, 随時に, 夜昼を問わず, 〈何時〉でも, 昼夜を分かず, 時を分かたず, どんな時にも, いつだって, どんな時も, 長時, いかなる時も",,de-DE,ja-JP
Rennen,"駆(け)付け, 駆(け)足, 疾走, し走, ランニング, レース, 駆(け)込(み), レーシング, 用意どん, 用意どん",,de-DE,ja-JP
Punkt,"ちょぼ, スポット, …目, ポイント, ポイント, ポイント, ポイント, ポイント, 句点, ドット, ドット, ドット, ドット, 星, 箇条, 短符, 項, 所, フル･ストップ, 地点, 箇所, 事項, ペリオド, ピリオド, 項目, ゴール, 終止符, 目, 点状, 句切(り), 点, 点, 点, 点, 点, 点, カウント, 節, ピップ, ピンポイント",,de-DE,ja-JP
Liste,"番付, 表, 一覧表, 上場, リスト, 番付表",,de-DE,ja-JP
Versorgung,"供与, サプライ, 供給, 整備, 補給, 支給品, 支給, 出回(り), 給与, 給付, 面倒見",,de-DE,ja-JP
miteinander,"一緒に, 諸共に, 相共に, 合同で, 彼我の",,de-DE,ja-JP
Erfahrung,"見聞, 体験, キャリアー, 経験, 味, 場慣(れ), 経験済(み), 見聞, 慣(れ), 知得, 目, キャリヤー, 事, 思い, キャリア, 心得, 見聞(き), エクスペリエンス",,de-DE,ja-JP
Osten,"あずま, う, オリエンタル, 震, 東部, イースタン, ひんがし, 東, オリエント, イースト, 東方",,de-DE,ja-JP
relativ,"割合, 割(り)に, 比較的, 割(り)方, 割と, 相対的に, 比較的に, 相対的, 割(り)かし, 相対的な",,de-DE,ja-JP
Lehrer,"教職者, 師家, 教師, 教員, 指南, 指導員, 先生, 指南番, 教官, 坊主, 坊主, 師, 指南役, 教導係, 宗匠, 師匠, 師範, 師資, 学校教師, おっしょさん, 先公, メートル, 教育職員, ティーチャー, おっしょうさん",,de-DE,ja-JP
genug,"満足に, いい加減, いい加減, たんと, 結構な, よい加減, よい加減, 十分, 結構, 結構, 十分な, たんまり, 沢山, …沢山",,de-DE,ja-JP
betroffen,"どぎまぎ, 狼狽して, どぎまぎして",,de-DE,ja-JP
verhindern,"封じる, 障る, 食(い)止める, 防止する, 妨害する, 封ずる, 阻止する, 阻害する, 障害になる, 阻む, 防ぐ, 防あつする",,de-DE,ja-JP
Preise,諸式,,de-DE,ja-JP
Prüfung,"試(し), 検定, テスト, 審査, 検分, 調(べ), 考試, トライアル, 吟味, エグザミネーション, 改(め), 詮議, 検察, 験, 調査, 試験, 試問, 検討, 考査, 検査, テイスティング, テースティング",,de-DE,ja-JP
21,二十一,,de-DE,ja-JP
Begriff,"考(え), アイディア, 名辞, 概念, 概念, 思想, アイデア, 項辞",,de-DE,ja-JP
Bewegung,"身じろぎ, ムーブメント, 振(り), 振(り), 立(ち)居, 感動, 動態, 動作, 感慨, モーション, 進退, 運動, 運動, 上(が)り下(が)り, 身動き, 移動, 発動, 感心, 動き, 運行, 動勢, 合同変換, ムーブマン",,de-DE,ja-JP
obwohl,"〈仮令〉, いえども, …ものの, 割(り)に, それにもかかわらず, けれども, けど, …のに, …といえども, 癖に, …とは言いながら, にもかかわらず, にもかかわらず, 〈仮令〉, …だのに, 故, けれど, ものゆえ, …ども, とは言え, ばってん, …なのに, されど, されども, けんど",,de-DE,ja-JP
Kollegen,同僚同士,,de-DE,ja-JP
Kommunikation,"逓信, コミュニケイション, 交信, 連絡, 伝達, 交通, コミュニケーション, 通信, 意思疎通",,de-DE,ja-JP
beste,"選り抜きの, 最高",,de-DE,ja-JP
Position,"地歩, 陣, 立場, ポジシオン, 働き口, 役, 位地, プレース, 役向(き), 目, 地盤, 位置, 位置の査定, 持(ち)高, 定位置, 役柄, 席, ポジション, ポジション, 事項, 場所, 奉職口, スタンス, 役, 項目, プレイス, 肩書(き), 地位, 旗色, 旗し, 官, 椅子, 立(ち)位置, 脚質",,de-DE,ja-JP
entschieden,"決然, ふつり, ずばり, 確定した, 既定の, 確固たる, 断固, 断固として, 断じて, しっかり, はっきりと, 決然と, しっかりと, 決然とした, きっぱり, 手強い, 決(ま)って, 断然, 確定的な, 思い切って, 決然たる, きっぱりと, 確固として, はっきり, 断々固, 小気味よく, 手強い, ずばりと, ふっつり, 確定的に, 堅い, 断然たる, 強硬な, 断々固たる, 断固たる, 確定的, 厳然, 確然, 厳然たる, きっぱりした, 一刀両断の, 強く, 意を決して, 腹の据わった, 断定的",,de-DE,ja-JP
bestimmt,"必ずや, 構えて, 定めて, しかと, 定か, 明確に, 急度, さも, 所定の, 実にも, 端的な, 確定した, 定まった, 絶対, 絶対, 明確な, 既定の, 万々, 断じて, 万々, 万々, はっきりと, 的確な, さぞ, きっぱり, 具体的, 確(か), 決(ま)って, 実に実に, 断然, 確定的な, まとまった, 規定の, 大丈夫, 必(ず), きっぱりと, はっきり, 具体的な, 特定の, とてもじゃないが, 確然たる, 的確な, 端的, 一思いに, 定めし, 違いない, 既決の, 請け合って, 間違いない, 確定的, 一定の, 確然, あいまいでない, てっきり, 的確に, 〈如何〉にも, しっかと, 端的に, さぞかし, きっぱりした, さぞや, 一定, 一定, 断定的, アサーティブ",,de-DE,ja-JP
Bahn,"トラック, レイル, アレー, 走路, ラップ, コース, コース, レーン, 打面, 索",,de-DE,ja-JP
verbessern,"向上させる, 直す, 規正する, 更正する, 白げる, アップする, 筆を加える, 磨(き)上げる, 刪改する, 磨(き)立てる, 是正する, 善くする, 書(き)改める, 加筆する, 補正する, 入れる, 朱筆を加える, 上げる, 上げる, 手直しする, 改定する, 矯める, 改正する, パワーアップする, 高める, 訂正する, 筆を入れる, 矯正する, 磨く, 改良する, 改める, 補筆する, 改訂する, 手を入れる, 修正する, 改善する, あや取る, 推こうする, 正す",,de-DE,ja-JP
Bezug,"襲踏, 係(り), カヴァー, 引(き)合(い), 関連性, 関係, カバー, 係(わ)り, リレーション",,de-DE,ja-JP
unten,"階下に, 下に, 階下で, 下の, 階下",,de-DE,ja-JP
70,"七十, 七十",,de-DE,ja-JP
Fahrzeug,"足, 車両, 乗(り)物, 車乗, 車馬, 輸送機器, ビークル, 車, 車, が, 車が",,de-DE,ja-JP
dienen,"役立てる, まみえる, 供える, 成る, 足しになる, 奉じる, 兵役に服する, 勤務する, 奉ずる",,de-DE,ja-JP
AG,"株式会社, 株式会社, 部, 部, 労働共同体",,de-DE,ja-JP
Bedarf,"ニード, デマンド, 入用, 需要, 向(き), 売(れ)行(き), ニーズ, 入(り)用, ディマンド, 需要量",,de-DE,ja-JP
Vielfalt,"多様さ, 多様, 多様性, ダイバーシティ, ディバーシティー, ダイバーシティー, ダイバシティー",,de-DE,ja-JP
trotzdem,"そうかと言って, しかしながら, いえども, それでいて, それとて, しかも, その癖, …すると言えども, とは言うものの, さればと言って, それでも, …といえども, にもかかわらず, にもかかわらず, だからと言って, それにしても, ところが, それなのに, …ども, それだのに",,de-DE,ja-JP
